Sitio,Grupo,Tipo,Fecha,Transecto,Bloque,Numero,SHJ ID,FVE ID,DFM ID,Codigo,Largo,Swab,Dedo,Recap,Foto,Muerto,Notas
JZJ-C,Estacion,C,14/09/22,4,A,220,priach,priach,,0300,2.0,Y,Y,N,197,,
JZJ-C,Estacion,C,14/09/22,4,C,R43,priach,priach,,0300,NA,N,N,Y,200,,
JZJ-C,Estacion,C,14/09/22,4,C,221,priach,priach,,0300,3.9,Y,Y,N,217,,
JZJ-C,Estacion,C,14/09/22,4,C,222,priach,priach,,0300,1.6,Y,Y,N,222,,
JZJ-C,Estacion,C,14/09/22,4,C,223,priach,priach,,0300,3.6,Y,Y,N,212,,
JZJ-C,Estacion,C,14/09/22,4,D,224,priach,priach,,0300,3.3,Y,Y,N,217,,
JZJ-C,Estacion,C,14/09/22,4,D,225,priach,priach,,0300,2.9,Y,Y,N,217,,
FCAT-B1,Estacion,B,15/09/22,1,A,226,pri?,cralon,Craugastor longirostris,0500,3.4,Y,Y,N,226,colectado,llevado a la USFQ
FCAT-B1,Estacion,B,15/09/22,2,A,227,priach,priach,,0500,1.6,Y,Y,N,227,,
FCAT-B1,Estacion,B,15/09/22,2,B,228,priach,priach,,0500,4.2,Y,Y,N,228,,
FCAT-B1,Estacion,B,15/09/22,2,B,229,priach,priach,,0500,3.0,Y,Y,N,229,,
FCAT-B1,Estacion,B,15/09/22,2,C,230,prilat,prilat,,0500,2.2,Y,Y,N,230,,"Pristimantis laticlavius, llevado a la estacion pero liberado"
FCAT-B1,Estacion,B,15/09/22,3,A,231,epibou,epibou,,0500,1.9,Y,Y,N,231,,
FCAT-B1,Estacion,B,15/09/22,3,A,232,priach,priach,,0500,1.9,Y,Y,N,227,,
FCAT-B1,Estacion,B,15/09/22,3,C,233,oopsyl,oopsyl,,0500,2.1,Y,Y,N,233,,
FCAT-B1,Estacion,B,15/09/22,3,C,234,priach,priach,,0500,3.2,Y,Y,N,234,,
FCAT-B1,Estacion,B,15/09/22,3,C,235,epibou,epibou,,0500,1.8,Y,Y,N,231,,
FCAT-B1,Estacion,B,15/09/22,4,A,236,priach,priach,,0500,2.0,Y,Y,N,236,,
FCAT-B1,Estacion,B,15/09/22,4,A,237,oopsyl,oopsyl,,0500,2.8,Y,Y,N,233,,
FCAT-V1,Estacion,V,15/09/22,1,A,238,priach,priach,,2000,2.9,Y,Y,N,234,,
FCAT-V1,Estacion,V,15/09/22,1,C,239,priach,priach,,2200,3.7,Y,Y,N,234,,"recapturado de pruebas, corté 0200 para tener un dedo"
FCAT-V1,Estacion,V,15/09/22,1,C,240,priach,priach,,2000,2.7,Y,Y,N,228,,
FCAT-V1,Estacion,V,15/09/22,2,B,241,priach,priach,,2000,3.0,Y,Y,N,241,,
FCAT-V1,Estacion,V,15/09/22,2,B,242,pri?,cralon,,2000,1.7,Y,Y,N,226,colectado,"llevado a la USFQ para muestra, mismo como 226"
FCAT-V1,Estacion,V,15/09/22,2,C,243,oopsyl,oopsyl,,2000,2.1,Y,Y,N,233,,
FCAT-V1,Estacion,V,15/09/22,2,C,244,oopsyl,oopsyl,,2000,2.3,Y,Y,N,233,,
FCAT-V1,Estacion,V,15/09/22,2,D,245,priach,priach,,2000,2.6,Y,Y,N,229,,
FCAT-V1,Estacion,V,15/09/22,3,B,246,priach,priach,,2000,2.2,Y,Y,N,227,,
FCAT-V1,Estacion,V,15/09/22,3,B,247,priach,priach,,2000,3.2,Y,Y,N,228,,
FCAT-V1,Estacion,V,15/09/22,3,C,248,priach,priach,,2000,3.2,Y,Y,N,234,,
FCAT-V1,Estacion,V,15/09/22,4,A,249,priach,priach,,2000,3.9,Y,Y,N,228,,
FCAT-V1,Estacion,V,15/09/22,4,A,250,priach,priach,,2000,2.6,Y,Y,N,229,,
FCAT-V1,Estacion,V,15/09/22,4,B,251,priach,priach,,2000,2.2,Y,Y,N,227,,
FCAT-V1,Estacion,V,15/09/22,4,D,252,priach,priach,,2000,3.0,Y,Y,N,234,,
FCAT-V1,Estacion,V,17/09/22,1,A,R44,priach,priach,,2000,NA,N,N,Y,R44,,
FCAT-V1,Estacion,V,17/09/22,1,A,253,priach,priach,,2000,1.9,Y,Y,N,R44,,
FCAT-V1,Estacion,V,17/09/22,1,A,254,priach,priach,,2000,2.3,Y,Y,N,R44,,
FCAT-V1,Estacion,V,17/09/22,1,B,255,priach,priach,,2000,2.5,Y,Y,N,R44,,
FCAT-V1,Estacion,V,17/09/22,1,C,256,oopsyl,oopsyl,,2000,2.7,Y,Y,N,256,,
FCAT-V1,Estacion,V,17/09/22,1,C,257,priach,priach,,2000,2.9,Y,Y,N,257,,
FCAT-V1,Estacion,V,17/09/22,1,C,R45,priach,priach,,2000,NA,N,N,Y,R45,,
FCAT-V1,Estacion,V,17/09/22,1,C,258,priach,priach,,2000,3.7,Y,Y,N,258,,
FCAT-V1,Estacion,V,17/09/22,1,C,R46,priach,priach,,2000,NA,N,N,Y,R44,,
FCAT-V1,Estacion,V,17/09/22,2,B,259,priach,priach,,2000,3.6,Y,Y,N,259,,
FCAT-V1,Estacion,V,17/09/22,2,B,R47,priach,priach,,2000,NA,N,N,Y,257,,
FCAT-V1,Estacion,V,17/09/22,2,C,260,priach,priach,,2000,2.7,Y,Y,N,256,,
FCAT-V1,Estacion,V,17/09/22,2,D,261,pri?,prinie,Pristimantis cf. calcarulatus,2000,2.7,Y,Y,N,261,colectado,"llevado a la USFQ, estaba en un arbol, no estaba el FVE que es P. nietoi"
FCAT-V1,Estacion,V,17/09/22,3,A,262,priach,priach,,2000,2.4,Y,Y,N,R44,,
FCAT-V1,Estacion,V,17/09/22,3,A,263,priach,priach,,2000,2.3,Y,Y,N,263,,
FCAT-V1,Estacion,V,17/09/22,3,A,264,pri?,priros,Pristimantis w-nigrum,2000,3.5,Y,Y,N,264,colectado,"llevado a la USFQ, pristmantis w nigrum?"
FCAT-V1,Estacion,V,17/09/22,3,C,265,oopsyl,oopsyl,,2000,2.0,Y,Y,N,256,,
FCAT-V1,Estacion,V,17/09/22,4,A,266,priach,priach,,2000,2.0,Y,Y,N,259,,
FCAT-V1,Estacion,V,17/09/22,4,A,267,priach,priach,,2000,3.2,Y,Y,N,267,,
FCAT-V1,Estacion,V,17/09/22,4,B,268,priach,priach,,2000,2.7,Y,Y,N,R44,,
FCAT-V1,Estacion,V,17/09/22,4,C,269,oopsyl,oopsyl,,2000,2.2,Y,Y,N,256,,
FCAT-V1,Estacion,V,17/09/22,4,D,270,priach,priach,,2000,2.5,Y,Y,N,258,,
FCAT-V1,Estacion,V,17/09/22,4,D,271,priach,priach,,2000,4.3,Y,Y,N,269,,
FCAT-B1,Estacion,B,17/09/22,2,D,272,priach,priach,,0500,4.0,Y,Y,N,272,,
FCAT-B1,Estacion,B,17/09/22,3,A,273,priach,priach,,2505,2.3,Y,Y,N,258,,mal corté pero arreglado
FCAT-B1,Estacion,B,17/09/22,4,A,274,bolsim,bolsim,,0500,8.9,Y,Y,N,274,,bolitoglossa sima
FCAT-B1,Estacion,B,17/09/22,4,C,275,lepper,lepven,,0500,12.5,Y,Y,N,275,,foto correcta
FCAT-B1,Estacion,B,17/09/22,4,D,276,pri?,pri?,Pristimantis crenunguis,0500,2.6,Y,Y,N,276,colectado,"llevado a la USFQ, estaba en un arbol"
FCAT-B1,Estacion,B,19/09/22,1,A,277,oopsyl,oopsyl,,0500,2.4,Y,Y,N,277,,
FCAT-B1,Estacion,B,19/09/22,1,A,278,priach,priach,,0500,2.3,Y,Y,N,278,,
FCAT-B1,Estacion,B,19/09/22,2,A,279,priach,priach,,0500,3.6,Y,Y,N,279,,
FCAT-B1,Estacion,B,19/09/22,3,A,280,prilat,prilat,,0500,1.4,Y,Y,N,280,,misma especies como la verde traida a la estacion 
FCAT-V1,Estacion,V,19/09/22,1,A,281,prilat,prilat,,2000,1.1,Y,Y,N,281,,misma especies como la verde traida a la estacion 
FCAT-V1,Estacion,V,19/09/22,1,C,R48,oopsyl,oopsyl,,2200,NA,N,N,Y,272,,recapturado de prueba? no tomamos dedo
FCAT-V1,Estacion,V,19/09/22,2,A,282,prilat,prilat,,2000,1.0,Y,Y,N,281,,misma especies como la verde traida a la estacion 
FCAT-V1,Estacion,V,19/09/22,2,A,283,pri?,prilati?,,2000,2.9,Y,Y,N,283,,misma como boca blanca
FCAT-V1,Estacion,V,19/09/22,2,A,R49,priach,priach,,2000,NA,N,N,Y,279,,
FCAT-V1,Estacion,V,19/09/22,2,A,284,priach,priach,,2000,2.2,Y,Y,N,284,,
FCAT-V1,Estacion,V,19/09/22,2,B,285,priach,priach,,2000,2.9,Y,Y,N,285,,
FCAT-V1,Estacion,V,19/09/22,2,C,R50,priach,priach,,2000,NA,N,N,Y,279,,
FCAT-V1,Estacion,V,19/09/22,2,D,286,priach,priach,,2000,3.1,Y,Y,N,286,,
FCAT-V1,Estacion,V,19/09/22,3,A,287,priach,priach,,2000,1.7,Y,Y,N,284,,
FCAT-V1,Estacion,V,19/09/22,3,B,288,priach,priach,,2000,1.7,Y,Y,N,284,,
FCAT-V1,Estacion,V,19/09/22,4,A,R51,priach,priach,,2000,NA,N,N,Y,279,,
FCAT-V1,Estacion,V,19/09/22,4,B,R52,priach,priach,,2000,NA,N,N,Y,279,,
FCAT-V1,Estacion,V,19/09/22,4,C,289,priach,priach,,2000,2.6,Y,Y,N,289,,latidiscus?
FCAT-V1,Estacion,V,19/09/22,4,C,290,oopsyl,oopsyl,,2000,2.4,Y,Y,N,272,,
FLL-B,Laguna,B,03/10/22,1,A,291,priach,priach,priach,0005,2.9,Y,Y,N,291,,
FLL-B,Laguna,B,03/10/22,2,A,292,priach,priach,priach,0005,3.5,Y,Y,N,292,,
FLL-B,Laguna,B,03/10/22,3,A,293,priach,priach,priach,0005,2.9,Y,Y,N,293,,
FLL-B,Laguna,B,03/10/22,4,A,294,priach,priach,priach,0005,2.7,Y,Y,N,294,,
FLL-V,Laguna,V,03/10/22,1,B,295,barpul,barpul,barpul,0020,2.1,Y,Y,N,295,,barycholos pulcher
FLL-V,Laguna,V,03/10/22,1,C,296,priach,priach,priach,0020,2.4,Y,Y,N,296,,
FLL-V,Laguna,V,03/10/22,1,C,297,priach,priach,,0020,3.9,Y,Y,N,293,,
FLL-V,Laguna,V,03/10/22,1,C,298,epibou,epibou,epibou,0020,1.6,Y,Y,N,298,,
FLL-V,Laguna,V,03/10/22,1,D,299,barpul,barpul,barpul,0020,2.4,Y,Y,N,299,,
FLL-V,Laguna,V,03/10/22,2,A,300,priach,priach,,0020 + 0005 + 0002,2.9,Y,Y,N,292,,mal corte
FLL-V,Laguna,V,03/10/22,2,A,301,priach,priach,,0020,3.9,Y,Y,N,293,,
FLL-V,Laguna,V,03/10/22,2,A,302,priach,priach,priach,0020,3.7,Y,Y,N,302,,
FLL-V,Laguna,V,03/10/22,2,B,303,cralon,cralon,priach,0020,3.9,Y,Y,N,303,,
FLL-V,Laguna,V,03/10/22,2,B,304,priach,priach,priach,0020,3.9,Y,Y,N,304,,
FLL-V,Laguna,V,03/10/22,3,A,305,priach,priach,,0020,3.4,Y,Y,N,293,,
FLL-V,Laguna,V,03/10/22,3,A,306,priach,priach,priach,0020,4.1,Y,Y,N,306,,
FLL-V,Laguna,V,03/10/22,3,A,307,barpul,barpul,,0020,1.8,Y,Y,N,295,,
FLL-V,Laguna,V,03/10/22,3,B,308,barpul,barpul,,0020,2.5,Y,Y,N,295,,
FLL-V,Laguna,V,03/10/22,3,C,309,priach,priach,,0020,3.4,Y,Y,N,292,,
FLL-V,Laguna,V,03/10/22,3,D,310,priach,priach,priach,0020,4.0,Y,Y,N,310,,
FLL-V,Laguna,V,03/10/22,4,A,311,priach,priach,,0020,2.7,Y,Y,N,292,,
FLL-V,Laguna,V,03/10/22,4,A,312,lepmel,leplab,lepventrimaculatus,0020,6.4,Y,Y,N,312,colectado,"leptodactilus melanonostus, traido a la estacion como muestra. en campo lepmel, FVE leplab"
FLL-C,Laguna,C,03/10/22,1,A,313,priach,priach,,0003,4.0,Y,Y,N,292,,
FLL-C,Laguna,C,03/10/22,1,B,314,priach,priach,,0003,2.9,Y,Y,N,310,,
FLL-C,Laguna,C,03/10/22,1,B,315,priach,priach,priach,0003,2.7,Y,Y,N,315,,
FLL-C,Laguna,C,03/10/22,1,C,316,priach,priach,priach,0003,4.1,Y,Y,N,316,,
FLL-C,Laguna,C,03/10/22,2,B,317,epibou,epibou,,0003,1.5,Y,Y,N,298,,
FLL-C,Laguna,C,03/10/22,2,B,318,epibou,epibou,,0003,1.7,Y,Y,N,298,,
FLL-C,Laguna,C,03/10/22,2,C,319,priach,priach,,0003,3.6,Y,Y,N,316,,
FLL-C,Laguna,C,03/10/22,2,C,320,priach,priach,,0003,2.7,Y,Y,N,316,,
FLL-C,Laguna,C,03/10/22,2,D,321,priach,priach,,0003,2.8,Y,Y,N,293,,
FLL-C,Laguna,C,03/10/22,3,A,322,priach,priach,,0003,2.7,Y,Y,N,310,,
FLL-C,Laguna,C,03/10/22,3,C,323,priach,priach,priach,0003,2.9,Y,Y,N,323,,
FLL-C,Laguna,C,03/10/22,3,C,324,priach,priach,priach,0003,2.7,Y,Y,N,324,,
FLL-C,Laguna,C,03/10/22,3,D,325,priach,priach,,0003,2.7,Y,Y,N,316,,
FLL-C,Laguna,C,03/10/22,4,A,326,priach,priach,priach,0003,2.6,Y,Y,N,326,,
FLL-C,Laguna,C,03/10/22,4,A,327,lepmel,lepmel,,0033,6.0,Y,Y,N,312,,
FLL-C,Laguna,C,03/10/22,4,A,328,priach,priach,priach,0003,4.0,Y,Y,N,328,,
FLL-C,Laguna,C,03/10/22,4,A,329,priach,priach,priach,0003,2.6,Y,Y,N,329,,
FLL-C,Laguna,C,03/10/22,4,B,330,priach,priach,,0003,2.5,Y,Y,N,329,,
FLL-C,Laguna,C,03/10/22,4,B,331,barpul,barpul,barpul,0003,2.6,Y,Y,N,331,,
FLL-C,Laguna,C,03/10/22,4,C,332,priach,priach,priach,0003,3.9,Y,Y,N,332,,
FLL-C,Laguna,C,03/10/22,4,C,333,priach,priach,,0003,2.3,Y,Y,N,323,,
FLL-C,Laguna,C,03/10/22,4,C,334,priach,priach,,0003,2.4,Y,Y,N,310,,
FLL-C,Laguna,C,03/10/22,4,C,335,scitsa,scitsa,scitsa,0003,2.4,Y,Y,N,335,,Scinax tsachila?
FLL-C,Laguna,C,03/10/22,4,D,336,scitsa,scitsa,Boana pellucens ,0003,2.6,Y,Y,N,336,,Scinax tsachila? 
JS-N,Laguna,N,03/10/22,1,B,337,barpul,barpul,,0002,2.2,Y,Y,N,295,,
JS-N,Laguna,N,03/10/22,1,A,338,barpul,barpul,,0002,2.7,Y,Y,N,295,,
JS-N,Laguna,N,03/10/22,2,A,339,priach,priach,priach,0002,2.7,Y,Y,N,339,,
JS-N,Laguna,N,03/10/22,2,A,340,priach,priach,,0002,2.0,Y,Y,N,294,,
JS-N,Laguna,N,03/10/22,3,B,341,epibou,epibou,,0002,1.6,Y,Y,N,298,,
JS-N,Laguna,N,03/10/22,3,C,342,epibou,epibou,,0002,1.7,Y,Y,N,298,,
JS-N,Laguna,N,03/10/22,4,A,343,priach,priach,,0002,2.6,Y,Y,N,316,,
JS-N,Laguna,N,03/10/22,4,C,344,priach,priach,,0002,2.7,Y,Y,N,316,,
FLL-C,Laguna,C,05/10/22,1,A,R53,priach,priach,priach,0003,NA,N,N,Y,R53,,
FLL-C,Laguna,C,05/10/22,1,A,345,priach,priach,priach,0003,2.5,Y,Y,N,345,,
FLL-C,Laguna,C,05/10/22,1,A,346,priach,priach,priach,0003,2.9,Y,Y,N,346,,
FLL-C,Laguna,C,05/10/22,1,A,R54,priach,priach,,0003,NA,N,N,Y,346,,
FLL-C,Laguna,C,05/10/22,1,A,347,priach,priach,,0003,3.6,Y,Y,N,346,,
FLL-C,Laguna,C,05/10/22,1,A,R55,priach,priach,,0003,NA,N,N,Y,R55,,
FLL-C,Laguna,C,05/10/22,1,B,348,priach,priach,priach,0003,2.6,Y,Y,N,348,,
FLL-C,Laguna,C,05/10/22,1,D,349,priach,priach,priach,0003,2.7,Y,Y,N,349,,
FLL-C,Laguna,C,05/10/22,1,D,350,priach,priach,,0003,3.5,Y,Y,N,R55,,
FLL-C,Laguna,C,05/10/22,2,A,R56,priach,priach,,0003,NA,N,N,Y,R55,,
FLL-C,Laguna,C,05/10/22,2,B,351,priach,priach,priach,0003,3.5,Y,Y,N,351,,
FLL-C,Laguna,C,05/10/22,2,B,352,priach,priach,priach,0003,2.5,Y,Y,N,352,,
FLL-C,Laguna,C,05/10/22,2,C,353,priach,priach,,0003,3.6,Y,Y,N,346,,
FLL-C,Laguna,C,05/10/22,2,C,R57,priach,priach,,0003,NA,N,N,Y,345,,
FLL-C,Laguna,C,05/10/22,2,D,354,priach,priach,priach,0003,2.2,Y,Y,N,354,,
FLL-C,Laguna,C,05/10/22,3,A,355,priach,priach,priach,0003,2.6,Y,Y,N,345,,
FLL-C,Laguna,C,05/10/22,3,B,R58,priach,priach,,0003,NA,N,N,Y,346,,"FVE put barpul as ID, but photo is clearly priach, changed FVE ID to priach"
FLL-C,Laguna,C,05/10/22,3,B,R59,barpul,barpul,barpul,0003,NA,N,N,Y,R59,,"FVE put priach as ID, but photo is clearly barpul, changed FVE ID to barpul"
FLL-C,Laguna,C,05/10/22,3,B,R60,priach,priach,,0003,NA,N,N,Y,345,,
FLL-C,Laguna,C,05/10/22,3,B,R61,priach,priach,,0003,NA,N,N,Y,R61,,
FLL-C,Laguna,C,05/10/22,3,B,356,priach,priach,priach,0003,2.6,Y,Y,N,356,,
FLL-C,Laguna,C,05/10/22,3,C,357,priach,priach,,0003,2.6,Y,Y,N,348,,
FLL-C,Laguna,C,05/10/22,3,D,R62,priach,priach,,0003,NA,N,N,Y,R62,,
FLL-C,Laguna,C,05/10/22,3,D,358,priach,priach,,0003,2.5,Y,Y,N,352,,
FLL-C,Laguna,C,05/10/22,4,C,359,priach,priach,priach,0003,2.5,Y,Y,N,359,,
FLL-C,Laguna,C,05/10/22,4,C,360,priach,priach,priach,0003,2.3,Y,Y,N,346,,
FLL-C,Laguna,C,05/10/22,4,D,361,priach,priach,priach,0003,2.2,Y,Y,N,361,,
FLL-V,Laguna,V,05/10/22,1,A,362,priach,priach,priach,0020,2.9,Y,Y,N,354,,
FLL-V,Laguna,V,05/10/22,1,B,363,priach,priach,priach,0020,2.8,Y,Y,N,363,,
FLL-V,Laguna,V,05/10/22,1,B,364,barpul,barpul,barpul,0020,2.2,Y,Y,N,364,,"infeccion en la piel, foto correcta"
FLL-V,Laguna,V,05/10/22,1,B,365,barpul,barpul,barpul,0020,2.2,Y,Y,N,365,,
FLL-V,Laguna,V,05/10/22,1,C,366,priach,priach,priach,0020,3.7,Y,Y,N,366,,
FLL-V,Laguna,V,05/10/22,1,C,367,barpul,barpul,barpul,0020,2.7,Y,Y,N,367,,
FLL-V,Laguna,V,05/10/22,1,C,368,priach,priach,,0020,3.9,Y,Y,N,346,,
FLL-V,Laguna,V,05/10/22,1,D,369,barpul,barpul,,0020,2.7,Y,Y,N,367,,
FLL-V,Laguna,V,05/10/22,1,D,370,priach,priach,priach,0020,2.7,Y,Y,N,370,,
FLL-V,Laguna,V,05/10/22,1,D,371,barpul,barpul,,0020,2.4,Y,Y,N,365,,
FLL-V,Laguna,V,05/10/22,2,A,372,priach,priach,,0020,3.2,Y,Y,N,370,,
FLL-V,Laguna,V,05/10/22,2,B,373,priach,priach,,0020,2.9,Y,Y,N,359,,
FLL-V,Laguna,V,05/10/22,2,C,374,priach,priach,,0020,3.7,Y,Y,N,359,,
FLL-V,Laguna,V,05/10/22,2,C,375,barpul,barpul,,0020,2.5,Y,Y,N,365,,
FLL-V,Laguna,V,05/10/22,2,D,376,priach,priach,,0020,3.9,Y,Y,N,346,,
FLL-V,Laguna,V,05/10/22,3,A,377,priach,priach,,0020,2.4,Y,Y,N,346,,
FLL-V,Laguna,V,05/10/22,3,A,378,epibou,epibou,epibou,0020,1.6,Y,Y,N,378,,
FLL-V,Laguna,V,05/10/22,3,A,379,epibou,epibou,,0020,1.5,Y,Y,N,378,,
FLL-V,Laguna,V,05/10/22,3,A,380,priach,priach,,0020,2.7,Y,Y,N,345,,
FLL-V,Laguna,V,05/10/22,3,B,R63,priach,priach,,0020,NA,N,N,Y,351,,
FLL-V,Laguna,V,05/10/22,3,B,381,barpul,barpul,,0020,2.3,Y,Y,N,365,,
FLL-V,Laguna,V,05/10/22,3,B,382,priach,priach,priach,0020,4.1,Y,Y,N,382,,
FLL-V,Laguna,V,05/10/22,3,C,383,priach,priach,priach,0020,2.4,Y,Y,N,383,,
FLL-V,Laguna,V,05/10/22,3,C,384,barpul,barpul,,0020,2.6,Y,Y,N,367,,
FLL-V,Laguna,V,05/10/22,4,A,385,barpul,barpul,,0020,2.7,Y,Y,N,367,,
FLL-V,Laguna,V,05/10/22,4,A,386,scisug,scisug,Scinax sugillatus,0020,4.4,Y,Y,N,386,,Scinax sugillatus?
FLL-V,Laguna,V,05/10/22,4,B,387,priach,priach,,0020,4.0,Y,Y,N,345,,
FLL-B,Laguna,B,05/10/22,1,D,388,priach,priach,priach,0005,2.8,Y,Y,N,388,,
FLL-B,Laguna,B,05/10/22,1,D,389,priach,priach,priach,0005,3.0,Y,Y,N,389,,
FLL-B,Laguna,B,05/10/22,1,D,390,priach,priach,priach,0005,2.7,Y,Y,N,390,,
FLL-B,Laguna,B,05/10/22,2,A,391,priach,priach,,0005,2.4,Y,Y,N,359,,
FLL-B,Laguna,B,05/10/22,2,B,392,priach,priach,,0005,2.7,Y,Y,N,389,,
FLL-B,Laguna,B,05/10/22,2,D,393,priach,priach,priach,0005,2.9,Y,Y,N,393,,
FLL-B,Laguna,B,05/10/22,4,B,394,priach,priach,priach,0005,3.4,Y,Y,N,394,,
JS-N,Laguna,N,05/10/22,1,A,395,barpul,barpul,,0005,1.9,Y,Y,N,365,,
JS-N,Laguna,N,05/10/22,1,B,396,priach,priach,priach,0005,2.3,Y,Y,N,396,,
JS-N,Laguna,N,05/10/22,1,C,397,denebr,boaros,Dendropsophus ebraccatus,0005,2.4,Y,Y,N,397,,Dendropsophus ebraccatus? Boana rosenebergi for FVE
JS-N,Laguna,N,05/10/22,3,B,398,epibou,epibou,,0005,1.5,Y,Y,N,378,,
FLL-C,Laguna,C,07/10/22,1,A,R64,priach,priach,priach,0003,NA,N,N,Y,R64,,
FLL-C,Laguna,C,07/10/22,1,A,R65,priach,priach,priach,0003,NA,N,N,Y,R65,,
FLL-C,Laguna,C,07/10/22,1,B,399,priach,priach,priach,0003,2.1,Y,Y,N,399,,
FLL-C,Laguna,C,07/10/22,1,B,400,priach,priach,priach,0003,2.9,Y,Y,N,400,,
FLL-C,Laguna,C,07/10/22,1,C,401,priach,priach,priach,0003,2.6,Y,Y,N,401,,
FLL-C,Laguna,C,07/10/22,2,C,402,priach,priach,priach,0003,3.6,Y,Y,N,402,,
FLL-C,Laguna,C,07/10/22,2,C,R66,priach,priach,priach,0003,NA,N,N,Y,R66,,
FLL-C,Laguna,C,07/10/22,2,C,403,priach,priach,priach,0003,1.6,Y,Y,N,403,,
FLL-C,Laguna,C,07/10/22,2,C,R67,priach,priach,priach,0003,NA,N,N,Y,R67,,
FLL-C,Laguna,C,07/10/22,2,D,404,scitsa,scitsa,,0003,2.7,Y,Y,N,404,,
FLL-C,Laguna,C,07/10/22,2,D,405,priach,priach,,0003,2.7,Y,Y,N,R66,,
FLL-C,Laguna,C,07/10/22,3,A,406,priach,priach,,0003,4.2,Y,Y,N,401,,
FLL-C,Laguna,C,07/10/22,3,A,R68,priach,priach,,0003,NA,N,N,Y,R68,,
FLL-C,Laguna,C,07/10/22,3,A,407,priach,priach,,0003,3.9,Y,Y,N,401,,dedo deformado
FLL-C,Laguna,C,07/10/22,3,A,408,scitsa,scitsa,boapel,0003,2.5,Y,Y,N,404,,
FLL-C,Laguna,C,07/10/22,3,B,409,priach,priach,priach,0003,2.6,Y,Y,N,409,,
FLL-C,Laguna,C,07/10/22,3,B,R69,priach,priach,priach,0003,NA,N,N,Y,R64,,
FLL-C,Laguna,C,07/10/22,4,A,410,priach,priach,priach,0003,3.0,Y,Y,N,410,muerto,murio
FLL-C,Laguna,C,07/10/22,4,A,R70,priach,priach,priach,0003,NA,N,N,Y,R70,,
FLL-C,Laguna,C,07/10/22,4,B,411,priach,priach,priach,0033,4.2,Y,Y,N,411,,
FLL-C,Laguna,C,07/10/22,4,B,412,priach,priach,priach,0003,4.0,Y,Y,N,412,,
FLL-C,Laguna,C,07/10/22,4,C,413,barpul,barpul,barpul,0003,3.5,Y,Y,N,413,,
FLL-C,Laguna,C,07/10/22,4,C,R71,priach,priach,priach,0003,NA,N,N,Y,R71,,
FLL-C,Laguna,C,07/10/22,4,C,414,scitsa,scitsa,scitsa,0003,1.7,Y,Y,N,414,,not sure species ID/creeria que si es scitsa(DFM)
FLL-V,Laguna,V,07/10/22,1,B,415,priach,priach,,0020,3.7,Y,Y,N,400,,
FLL-V,Laguna,V,07/10/22,1,B,R72,barpul,barpul,,0020,NA,N,N,Y,413,,
FLL-V,Laguna,V,07/10/22,1,C,R73,priach,priach,priach,0020,NA,N,N,Y,R73,,
FLL-V,Laguna,V,07/10/22,1,C,R74,priach,priach,priach,0020,NA,N,N,Y,R74,,
FLL-V,Laguna,V,07/10/22,1,C,R75,cralon,cralon,cralon,0020,NA,N,N,Y,R75,,
FLL-V,Laguna,V,07/10/22,2,A,416,priach,priach,priach,0020,2.3,Y,Y,N,416,,
FLL-V,Laguna,V,07/10/22,2,B,R76,barpul,barpul,,0020,NA,N,N,Y,413,,
FLL-V,Laguna,V,07/10/22,2,D,417,priach,priach,priach,0020,2.4,Y,Y,N,R70,,
FLL-V,Laguna,V,07/10/22,2,D,418,priach,priach,,0020,4.3,Y,Y,N,418,,
FLL-V,Laguna,V,07/10/22,3,B,419,epibou,epibou,epibou,0020,1.5,Y,Y,N,419,,
FLL-V,Laguna,V,07/10/22,3,B,420,epibou,epibou,,0020,1.6,Y,Y,N,419,,
FLL-V,Laguna,V,07/10/22,3,B,R77,priach,priach,priach,0020,NA,N,N,Y,R77,,
FLL-V,Laguna,V,07/10/22,3,B,421,priach,priach,priach,0020,4.0,Y,Y,N,421,,
FLL-V,Laguna,V,07/10/22,3,C,R78,priach,priach,,0020,NA,N,N,Y,R78,,
FLL-V,Laguna,V,07/10/22,3,C,422,barpul,barpul,priach,0020,2.2,Y,Y,N,413,,
FLL-V,Laguna,V,07/10/22,4,A,423,barpul,barpul,,0020,2.4,Y,Y,N,413,,
FLL-V,Laguna,V,07/10/22,4,A,R79,priach,priach,,0020,NA,N,N,Y,R70,,
FLL-V,Laguna,V,07/10/22,4,B,424,priach,priach,priach,0020,2.2,Y,Y,N,424,,
FLL-V,Laguna,V,07/10/22,4,B,425,barpul,barpul,,0020,2.2,Y,Y,N,413,,
FLL-V,Laguna,V,07/10/22,4,C,426,priach,priach,priach,0020,3.6,Y,Y,N,426,,
JS-N,Laguna,N,07/10/22,1,B,427,barpul,barpul,barpul,0002,2.1,Y,Y,N,427,,
JS-N,Laguna,N,07/10/22,2,A,428,priach,priach,priach,0002,2.7,Y,Y,N,428,,
JS-N,Laguna,N,07/10/22,2,C,429,priach,priach,priach,0002,3.8,Y,Y,N,429,,
JS-N,Laguna,N,07/10/22,3,A,430,epibou,epibou,,0002,1.7,Y,Y,N,414,,
JS-N,Laguna,N,07/10/22,3,C,431,barpul,barpul,,0002,2.0,Y,Y,N,413,,
JS-N,Laguna,N,07/10/22,4,A,432,barpul,barpul,,0002,2.6,Y,Y,N,413,,
